索引番号,食品名,エネルギー,たんぱく質,脂質,炭水化物,食塩相当量
1958,＜牛乳及び乳製品＞（練乳類）加糖練乳,314,7.7,8.5,56,0.2
1959,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪,404,1.9,43,6.5,0.1
1960,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪・植物性脂肪,388,4.4,42.1,3,0.4
1961,＜牛乳及び乳製品＞（クリーム類）クリーム植物性脂肪,353,1.3,39.5,3.3,0.1
1962,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪,409,1.8,40.7,12.9,0.1
1963,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪・植物性脂肪,394,4,38.4,12.9,0.3
1964,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム植物性脂肪,399,6.3,36.1,12.9,0.6
1965,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪,205,5.2,18.3,5.5,0.4
1966,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪・植物性脂肪,227,4.8,21.6,3.7,0.4
1967,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状植物性脂肪,244,4.3,24.8,1.8,0.4
1968,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状乳脂肪,504,7.6,27.3,60.4,0.9
1969,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状植物性脂肪,542,2.1,36.2,56.4,1.8
1970,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト全脂無糖,56,3.6,3,4.9,0.1
1971,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト低脂肪無糖,40,3.7,1,5.2,0.1
1972,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト無脂肪無糖,37,4,0.3,5.7,0.1
1973,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト脱脂加糖,65,4.3,0.2,11.9,0.2
1974,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルトドリンクタイプ加糖,64,2.9,0.5,12.2,0.1
1975,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料乳製品,64,1.1,0.1,16.4,0
1976,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料殺菌乳製品,217,1.5,0.1,52.6,0
1977,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料非乳製品,39,0.4,0.1,10,0
1978,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエダム,321,28.9,25,1.4,2
1979,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエメンタール,398,27.3,33.6,1.6,1.3
1980,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカテージ,99,13.3,4.5,1.9,1
1981,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカマンベール,291,19.1,24.7,0.9,2
1982,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズクリーム,313,8.2,33,2.3,0.7
1983,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズゴーダ,356,25.8,29,1.4,2
1984,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズチェダー,390,25.7,33.8,1.4,2
1985,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズパルメザン,445,44,30.8,1.9,3.8
1986,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズブルー,326,18.8,29,1,3.8
1987,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズマスカルポーネ,273,4.4,28.2,4.3,0.1
1988,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズモッツァレラ,269,18.4,19.9,4.2,0.2
1989,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズやぎ,280,20.6,21.7,2.7,1.2
1990,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズリコッタ,159,7.1,11.5,6.7,0.4
1991,＜牛乳及び乳製品＞（チーズ類）プロセスチーズ,313,22.7,26,1.3,2.8
1992,＜牛乳及び乳製品＞（チーズ類）チーズスプレッド,284,15.9,25.7,0.6,2.5
1993,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム高脂肪,205,3.5,12,22.4,0.2
1994,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム普通脂肪,178,3.9,8,23.2,0.3
1995,＜牛乳及び乳製品＞（アイスクリーム類）アイスミルク,167,3.4,6.4,23.9,0.2
1996,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス普通脂肪,217,3.1,13.6,22.2,0.2
1997,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス低脂肪,108,1.8,2,20.6,0.1
1998,＜牛乳及び乳製品＞（アイスクリーム類）ソフトクリーム,146,3.8,5.6,20.1,0.2
1999,＜牛乳及び乳製品＞（その他）カゼイン,358,86.2,1.5,0,0
2000,＜牛乳及び乳製品＞（その他）シャーベット,128,0.9,1,28.7,0
2001,＜牛乳及び乳製品＞（その他）チーズホエーパウダー,339,12.5,1.2,77,1.8
2002,＜その他＞人乳,61,1.1,3.5,7.2,0
2003,＜その他＞やぎ乳,57,3.1,3.6,4.5,0.1
2004,（植物油脂類）あまに油,897,0,100,0,0
2005,（植物油脂類）えごま油,897,0,100,0,0
2006,（植物油脂類）オリーブ油,894,0,100,0,0
2007,（植物油脂類）ごま油,890,0,100,0,0
2008,（植物油脂類）米ぬか油,880,0,100,0,0
2009,（植物油脂類）サフラワー油ハイオレイック,892,0,100,0,0
2010,（植物油脂類）サフラワー油ハイリノール,883,0,100,0,0
2011,（植物油脂類）大豆油,885,0,100,0,0
2012,（植物油脂類）調合油,886,0,100,0,0
2013,（植物油脂類）とうもろこし油,884,0,100,0,0
2014,（植物油脂類）なたね油,887,0,100,0,0
2015,（植物油脂類）パーム油,887,0,100,0,0
2016,（植物油脂類）パーム核油,893,0,100,0,0
2017,（植物油脂類）ひまわり油ハイリノール,899,0,100,0,0
2018,（植物油脂類）ひまわり油ミッドオレイック,892,0,100,0,0
2019,（植物油脂類）ひまわり油ハイオレイック,899,0,100,0,0
2020,（植物油脂類）ぶどう油,882,0,100,0,0
2021,（植物油脂類）綿実油,883,0,100,0,0
2022,（植物油脂類）やし油,889,0,100,0,0
2023,（植物油脂類）落花生油,882,0,100,0,0
2024,（動物油脂類）牛脂,869,0.2,99.8,0,0
2025,（動物油脂類）たらのあぶら,853,0.1,99.8,0,0
2026,（動物油脂類）ラード,885,0,100,0,0
2027,（バター類）無発酵バター有塩バター,700,0.6,81,0.2,1.9
2028,（バター類）無発酵バター食塩不使用バター,720,0.5,83,0.2,0
2029,（バター類）発酵バター有塩バター,713,0.6,80,4.4,1.3
2030,（マーガリン類）マーガリン家庭用有塩,715,0.4,83.1,0.5,1.3
2031,（マーガリン類）マーガリン家庭用無塩,715,0.4,83.1,0.5,0
2032,（マーガリン類）マーガリン業務用有塩,740,0.3,84.3,0.1,1.3
2033,（マーガリン類）マーガリン業務用無塩,740,0.3,84.3,0.1,0
2034,（マーガリン類）ファットスプレッド,579,0.2,69.1,0,1.1
2035,（その他）ショートニング家庭用,889,0,99.9,0,0
2036,（その他）ショートニング業務用製菓,881,0,99.9,0,0
2037,（その他）ショートニング業務用フライ,886,0,99.9,0,0
2038,＜和生菓子・和半生菓子類＞甘納豆あずき,284,3.4,0.3,69.5,0.1
2039,＜和生菓子・和半生菓子類＞甘納豆いんげんまめ,287,3.8,0.5,69.9,0.1
2040,＜和生菓子・和半生菓子類＞甘納豆えんどう,293,3.8,0.4,72.2,0.1
2041,＜和生菓子・和半生菓子類＞今川焼こしあん入り,217,-4.5,-1.1,-48.3,-0.1
2042,＜和生菓子・和半生菓子類＞今川焼つぶしあん入り,220,-4.5,-1.4,-48.2,-0.2
2043,＜和生菓子・和半生菓子類＞今川焼カスタードクリーム入り,224,-4.7,-2.6,-46.7,-0.1
2044,＜和生菓子・和半生菓子類＞ういろう白,181,-1,-0.2,-44.2,0
2045,＜和生菓子・和半生菓子類＞ういろう黒,174,-1.5,-0.2,-42.7,0
2046,＜和生菓子・和半生菓子類＞うぐいすもちこしあん入り,236,-3.5,-0.4,-55.8,-0.1
2047,＜和生菓子・和半生菓子類＞うぐいすもちつぶしあん入り,237,-2.7,-0.4,-56.8,0
2048,＜和生菓子・和半生菓子類＞かしわもちこしあん入り,203,-4,-0.4,-46.7,-0.1
2049,＜和生菓子・和半生菓子類＞かしわもちつぶしあん入り,204,-3.9,-0.5,-46.6,-0.2
2050,＜和生菓子・和半生菓子類＞カステラ,312,-7.1,-5,-61.8,-0.2
2051,＜和生菓子・和半生菓子類＞かのこ,260,-4.8,-0.4,-60.4,-0.1
2052,＜和生菓子・和半生菓子類＞かるかん,226,-2.1,-0.3,-54.8,0
2053,＜和生菓子・和半生菓子類＞きび団子,298,-1.6,-0.2,-73.7,0
2054,＜和生菓子・和半生菓子類＞ぎゅうひ,253,-1.3,-0.2,-62.4,0
2055,＜和生菓子・和半生菓子類＞きりざんしょ,245,-2.1,-0.3,-59.3,-0.2
2056,＜和生菓子・和半生菓子類＞きんぎょく糖,282,0,0,-71.9,0
2057,＜和生菓子・和半生菓子類＞きんつば,260,-6,-0.7,-58.6,-0.3
2058,＜和生菓子・和半生菓子類＞草もちこしあん入り,224,-4.2,-0.4,-52.1,0
2059,＜和生菓子・和半生菓子類＞草もちつぶしあん入り,227,-4.8,-0.7,-51.1,-0.1
2060,＜和生菓子・和半生菓子類＞くし団子あんこしあん入り,198,-3.8,-0.4,-45.4,-0.1
2061,＜和生菓子・和半生菓子類＞くし団子あんつぶしあん入り,199,-3.8,-0.5,-45.4,-0.1
2062,＜和生菓子・和半生菓子類＞くし団子みたらし,194,-3.2,-0.4,-44.9,-0.6
2063,＜和生菓子・和半生菓子類＞くずもち関西風くずでん粉製品,93,-0.1,-0.1,-22.5,0
2064,＜和生菓子・和半生菓子類＞くずもち関東風小麦でん粉製品,94,-0.1,-0.1,-22.4,0
2065,＜和生菓子・和半生菓子類＞げっぺい,347,-4.7,-8.5,-65.5,0
2066,＜和生菓子・和半生菓子類＞五平もち,178,-3,-0.5,-40.9,-0.6
2067,＜和生菓子・和半生菓子類＞桜もち関西風こしあん入り,196,-3.5,-0.3,-46,-0.1
2068,＜和生菓子・和半生菓子類＞桜もち関西風つぶしあん入り,197,-3,-0.3,-46.5,-0.1
2069,＜和生菓子・和半生菓子類＞桜もち関東風こしあん入り,235,-4.5,-0.4,-54.2,-0.1
2070,＜和生菓子・和半生菓子類＞桜もち関東風つぶしあん入り,237,-4.2,-0.6,-54.4,-0.1
2071,＜和生菓子・和半生菓子類＞笹だんごこしあん入り,227,-4,-0.5,-54.6,0
2072,＜和生菓子・和半生菓子類＞笹だんごつぶしあん入り,228,-4.7,-0.6,-53.8,-0.1
2073,＜和生菓子・和半生菓子類＞ずんだあん,190,-6.3,-3.4,-36.6,-0.2
2074,＜和生菓子・和半生菓子類＞ずんだもち,212,-4.9,-1.7,-45.1,-0.1
2075,＜和生菓子・和半生菓子類＞大福もちこしあん入り,223,-4.6,-0.5,-53.2,-0.1
2076,＜和生菓子・和半生菓子類＞大福もちつぶしあん入り,223,-4.7,-0.6,-52.8,-0.1
2077,＜和生菓子・和半生菓子類＞タルト（和菓子）,287,-5.9,-3,-60.7,-0.1
2078,＜和生菓子・和半生菓子類＞ちまき,150,-1.3,-0.2,-36.5,0
2079,＜和生菓子・和半生菓子類＞ちゃつう,320,-6.2,-4.3,-66.4,0
2080,＜和生菓子・和半生菓子類＞どら焼こしあん入り,282,-6.6,-3.1,-58.4,-0.4
2081,＜和生菓子・和半生菓子類＞どら焼つぶしあん入り,292,-6.6,-3.2,-57.9,-0.4
2082,＜和生菓子・和半生菓子類＞生八つ橋あん入りこしあん入り,274,-3.6,-0.3,-65.4,0
2083,＜和生菓子・和半生菓子類＞生八つ橋あん入りこしあん・つぶしあん混合,274,-3.5,-0.3,-65.5,0
2084,＜和生菓子・和半生菓子類＞生八つ橋あん入りつぶしあん入り,275,-3.7,-0.5,-65.1,-0.1
2085,＜和生菓子・和半生菓子類＞ねりきり,259,-5.3,-0.3,-60.1,0
2086,＜和生菓子・和半生菓子類＞まんじゅうカステラまんじゅうこしあん入り,292,-6.7,-2.1,-62.6,-0.1
2087,＜和生菓子・和半生菓子類＞まんじゅうカステラまんじゅうつぶしあん入り,292,-6.9,-2.3,-62.2,-0.2
2088,＜和生菓子・和半生菓子類＞まんじゅうかるかんまんじゅうこしあん入り,226,-3,-0.3,-53.8,-0.1
2089,＜和生菓子・和半生菓子類＞まんじゅうかるかんまんじゅうつぶしあん入り,226,-3.1,-0.4,-53.6,-0.1
2090,＜和生菓子・和半生菓子類＞まんじゅうくずまんじゅうこしあん入り,216,-3.1,-0.2,-51.4,-0.1
2091,＜和生菓子・和半生菓子類＞まんじゅうくずまんじゅうつぶしあん入り,218,-1.3,-0.1,-53.4,-0.1
2092,＜和生菓子・和半生菓子類＞まんじゅうくりまんじゅうこしあん入り,296,-6.5,-1.4,-68.1,-0.1
2093,＜和生菓子・和半生菓子類＞まんじゅうくりまんじゅうつぶしあん入り,295,-6.7,-1.6,-67,-0.2
2094,＜和生菓子・和半生菓子類＞まんじゅうとうまんじゅうこしあん入り,296,-6.8,-3.1,-61.6,-0.1
2095,＜和生菓子・和半生菓子類＞まんじゅうとうまんじゅうつぶしあん入り,294,-6.9,-3.3,-61.3,-0.1
2096,＜和生菓子・和半生菓子類＞まんじゅう蒸しまんじゅうこしあん入り,257,-4.6,-0.5,-59.5,-0.1
2097,＜和生菓子・和半生菓子類＞まんじゅう蒸しまんじゅうつぶしあん入り,257,-4.7,-0.7,-59.1,-0.2
2098,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅうあんまんこしあん入り,273,-6.1,-5.6,-51.3,0
2099,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅうあんまんつぶしあん入り,279,-6.2,-6,-51.3,-0.1
2100,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅう肉まん,242,-10,-5.1,-43.4,-1.2
2101,＜和生菓子・和半生菓子類＞もなかこしあん入り,277,-4.9,-0.3,-65.5,0
2102,＜和生菓子・和半生菓子類＞もなかつぶしあん入り,278,-6.4,-0.7,-63.3,-0.2
2103,＜和生菓子・和半生菓子類＞ゆべし,321,-2.4,-3.5,-71.2,-0.6
2104,＜和生菓子・和半生菓子類＞ようかん練りようかん,289,-3.6,-0.2,-69.9,0
2105,＜和生菓子・和半生菓子類＞ようかん水ようかん,168,-2.6,-0.2,-39.9,-0.1
2106,＜和生菓子・和半生菓子類＞ようかん蒸しようかん,237,-4.4,-0.3,-55.4,-0.2
2107,＜和干菓子類＞あめ玉,385,0,0,-97.5,0
2108,＜和干菓子類＞芋かりんとう,465,-1.4,-20.6,-71.3,0
2109,＜和干菓子類＞おこし,376,-3.8,-0.7,-90.2,-0.2
2110,＜和干菓子類＞おのろけ豆,438,-11.3,-13.6,-70.2,-1
2111,＜和干菓子類＞かりんとう黒,420,-7.5,-11.6,-76.3,0
2112,＜和干菓子類＞かりんとう白,424,-9.7,-11.2,-76.2,0
2113,＜和干菓子類＞ごかぼう,367,-10.6,-6.4,-71.7,0
2114,＜和干菓子類＞小麦粉せんべい磯部せんべい,377,-4.3,-0.8,-89.3,-1.3
2115,＜和干菓子類＞小麦粉せんべいかわらせんべい,388,-7,-3.2,-84.9,-0.1
2116,＜和干菓子類＞小麦粉せんべい巻きせんべい,386,-4.3,-1.4,-90.4,-0.1
2117,＜和干菓子類＞小麦粉せんべい南部せんべいごま入り,423,-11.2,-11.1,-72,-1.1
2118,＜和干菓子類＞小麦粉せんべい南部せんべい落花生入り,421,-11.7,-9.5,-73.9,-0.9
2119,＜和干菓子類＞しおがま,347,-2.6,-0.2,-85.5,-1.5
2120,＜和干菓子類＞ひなあられ関西風,384,-8,-1.4,-85.8,-1.7
2121,＜和干菓子類＞ひなあられ関東風,380,-9.6,-2.8,-80.7,-1.5
2122,＜和干菓子類＞米菓揚げせんべい,458,-5.6,-17.4,-71.3,-1.2
2123,＜和干菓子類＞米菓甘辛せんべい,374,-6.7,-0.9,-86.2,-1.2
2124,＜和干菓子類＞米菓あられ,378,-7.5,-1,-84.9,-1.7
2125,＜和干菓子類＞米菓しょうゆせんべい,368,-7.3,-1,-83.9,-1.3
2126,＜和干菓子類＞ボーロ小粒,391,-2.5,-2.1,-90.6,-0.1
2127,＜和干菓子類＞ボーロそばボーロ,398,-7.7,-3.4,-86.1,-0.3
2128,＜和干菓子類＞松風,378,-4,-0.7,-89.7,-0.1
2129,＜和干菓子類＞みしま豆,402,-12.3,-8.6,-75.8,0
2130,＜和干菓子類＞八つ橋,390,-3.3,-0.5,-94.2,0
2131,＜和干菓子類＞らくがんらくがん,384,-2.4,-0.2,-94.3,0
2132,＜和干菓子類＞らくがん麦らくがん,396,-4.8,-1.8,-90.4,0
2133,＜和干菓子類＞らくがんもろこしらくがん,374,-6.6,-0.3,-89.9,-0.3
2134,＜菓子パン類＞揚げパン,369,8.7,18.7,43.5,1.1
2135,＜菓子パン類＞あんパンこしあん入り,253,-6.8,-3.6,-53.5,-0.3
2136,＜菓子パン類＞あんパンつぶしあん入り,266,-7,-3.8,-53,-0.3
2137,＜菓子パン類＞あんパン薄皮タイプこしあん入り,257,-6.6,-3.5,-51.9,-0.3
2138,＜菓子パン類＞あんパン薄皮タイプつぶしあん入り,258,-6.8,-3.7,-51.4,-0.3
2139,＜菓子パン類＞カレーパン皮及び具,302,-6.6,-18.3,-32.3,-1.2
2140,＜菓子パン類＞カレーパン皮のみ,363,7.2,22.4,38.4,1
2141,＜菓子パン類＞カレーパン具のみ,168,5.3,9.3,18.8,1.8
2142,＜菓子パン類＞クリームパン,286,-7.9,-7.4,-48.3,-0.4
2143,＜菓子パン類＞クリームパン薄皮タイプ,218,-6,-7.1,-33.9,-0.2
2144,＜菓子パン類＞ジャムパン,285,-5.3,-3.9,-58.1,-0.3
2145,＜菓子パン類＞チョココロネ,321,-5.8,-15.3,-44.4,-0.4
2146,＜菓子パン類＞チョコパン薄皮タイプ,340,-4.7,-19.4,-40,-0.4
2147,＜菓子パン類＞メロンパン,349,8,10.5,59.9,0.5
2148,＜菓子パン類＞菓子パンあんなし,294,-8.2,-6.1,-54.1,-0.5
2149,＜ケーキ・ペストリー類＞シュークリーム,223,-6,-11.4,-25.5,-0.2
2150,＜ケーキ・ペストリー類＞スポンジケーキ,283,-7.9,-7.5,-52.1,0
2151,＜ケーキ・ペストリー類＞ショートケーキ果実なし,318,-6.9,-15.2,-42.3,0
2152,＜ケーキ・ペストリー類＞ショートケーキいちご,314,-6.9,-14.7,-42.7,0
2153,＜ケーキ・ペストリー類＞タルト（洋菓子）,248,-4.7,-13.5,-30.5,-0.1
2154,＜ケーキ・ペストリー類＞チーズケーキベイクドチーズケーキ,299,-8.5,-21.2,-23.3,-0.5
2155,＜ケーキ・ペストリー類＞チーズケーキレアチーズケーキ,348,-5.8,-27.5,-21.9,-0.5
2156,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイププレーン,382,-6.2,-26.3,-35.1,-0.8
2157,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイププレーン,457,-6.5,-34,-33.2,-0.5
2158,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りこしあん,330,-6,-15.6,-44.9,-0.5
2159,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りつぶしあん,323,-6,-15.7,-42.9,-0.5
2160,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りこしあん,384,-6.5,-21.3,-46.1,-0.3
2161,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りつぶしあん,387,-6.6,-22,-45.2,-0.4
2162,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りカスタードクリーム,304,-5.8,-19.3,-31.2,-0.5
2163,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りカスタードクリーム,419,-7.3,-29.6,-36.6,-0.5
2164,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツプレーン,379,-7.2,-20.2,-43.9,-0.8
2165,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りこしあん,341,-6.8,-12.6,-52.2,-0.5
2166,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りつぶしあん,341,-7,-13,-51.5,-0.5
2167,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りカスタードクリーム,371,-7.7,-18.9,-44.6,-0.6
2168,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツプレーン,368,-7.2,-11.7,-60.2,-0.3
2169,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りこしあん,351,-8.3,-5.4,-63.7,0
2170,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りつぶしあん,352,-8.6,-5.7,-63.1,-0.1
2171,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りカスタードクリーム,371,-9.6,-10.5,-56.7,0
2172,＜ケーキ・ペストリー類＞パイパイ皮,386,-5,-25.4,-36.4,-1
2173,＜ケーキ・ペストリー類＞パイアップルパイ,294,-4,-17.5,-32.8,-0.7
2174,＜ケーキ・ペストリー類＞パイミートパイ,381,-9.7,-29.9,-22.2,-1.6
2175,＜ケーキ・ペストリー類＞バターケーキ,422,-5.8,-25.3,-48,-0.6
2176,＜ケーキ・ペストリー類＞ホットケーキ,253,-7.7,-5.4,-45.3,-0.7
2177,＜ケーキ・ペストリー類＞ワッフルカスタードクリーム入り,241,-7.3,-7.9,-38.1,-0.2
2178,＜ケーキ・ペストリー類＞ワッフルジャム入り,279,-4.9,-4.2,-57.3,-0.1
2179,＜デザート菓子類＞カスタードプリン,116,-5.7,-5.5,-14,-0.2
2180,＜デザート菓子類＞牛乳寒天,61,-1.1,-1.3,-12.2,0
2181,＜デザート菓子類＞こんにゃくゼリー,65,0,-0.1,-16.4,-0.1
2182,＜デザート菓子類＞ゼリーオレンジ,79,-2.1,-0.1,-19.8,0
2183,＜デザート菓子類＞ゼリーコーヒー,44,-1.6,0,-10.3,0
2184,＜デザート菓子類＞ゼリーミルク,103,-4.3,-3.7,-14.4,-0.1
2185,＜デザート菓子類＞ゼリーワイン,65,-1.7,0,-13.2,0
2186,＜デザート菓子類＞ババロア,204,-5.6,-12.9,-19.9,-0.1
2187,＜ビスケット類＞ウエハース,438,7.6,13.6,75.3,1.2
2188,＜ビスケット類＞ウエハースクリーム入り,495,-7.5,-21.8,-65.5,-1.3
2189,＜ビスケット類＞クラッカーオイルスプレークラッカー,481,8.5,22.5,63.9,1.5
2190,＜ビスケット類＞クラッカーソーダクラッカー,421,10.4,9.8,74.4,1.9
2191,＜ビスケット類＞サブレ,459,-6.1,-16.6,-73.5,-0.2
2192,＜ビスケット類＞中華風クッキー,514,-5.1,-29.5,-61.8,-0.2
2193,＜ビスケット類＞ビスケットハードビスケット,422,7.6,10,77.8,0.8
2194,＜ビスケット類＞ビスケットソフトビスケット,511,5.7,27.6,62.6,0.6
2195,＜ビスケット類＞プレッツェル,465,9.9,18.6,68.2,1.9
2196,＜ビスケット類＞リーフパイ,558,5.8,35.5,55.8,0.1
2197,＜ビスケット類＞ロシアケーキ,486,-5.8,-23.4,-65.8,-0.5
2198,＜スナック類＞小麦粉あられ,476,-7.6,-19.5,-68.8,-1.8
2199,＜スナック類＞コーンスナック,516,5.2,27.1,65.3,1.2
2200,＜スナック類＞ポテトチップスポテトチップス,541,4.7,35.2,54.7,1
2201,＜スナック類＞ポテトチップス成形ポテトチップス,515,5.8,32,57.3,0.9
2202,＜キャンデー類＞かわり玉,392,0,0,-99.5,0
2203,＜キャンデー類＞キャラメル,426,-4,-11.7,-77.9,-0.3
2204,＜キャンデー類＞ゼリーキャンデー,334,0,0,-83.9,0
2205,＜キャンデー類＞ゼリービーンズ,358,0,0,-90.4,0
2206,＜キャンデー類＞ドロップ,389,0,0,-98,0
2207,＜キャンデー類＞バタースコッチ,414,0,-6.5,-91,-0.4
2208,＜キャンデー類＞ブリットル,506,-12.6,-26.5,-58.1,-0.2
2209,＜キャンデー類＞マシュマロ,324,-2.1,0,-79.3,0
2210,＜キャンデー類＞ラムネ,373,0,0.5,92.2,0.2
2211,＜チョコレート類＞アーモンドチョコレート,562,-11.4,-40.4,-43.3,-0.1
2212,＜チョコレート類＞カバーリングチョコレート,488,-7.1,-24.3,-64.2,-0.4
2213,＜チョコレート類＞ホワイトチョコレート,588,7.2,39.5,50.9,0.2
2214,＜チョコレート類＞ミルクチョコレート,551,6.9,34.1,55.8,0.2
2215,＜果実菓子類＞マロングラッセ,303,1.1,0.3,77.4,0.1
2216,＜チューインガム類＞板ガム,388,0,0,-96.9,0
2217,＜チューインガム類＞糖衣ガム,390,0,0,-97.6,0
2218,＜チューインガム類＞風船ガム,387,0,0,-96.7,0
2219,＜その他＞カスタードクリーム,174,-5.1,-7.6,-24.8,-0.1
2220,＜その他＞しるここしあん,211,-4.7,-0.3,-48.7,0
2221,＜その他＞しるこつぶしあん,179,-4.2,-0.4,-40.5,-0.1
2222,＜その他＞チョコレートクリーム,481,-4.6,-32,-47.3,-0.5
2223,＜アルコール飲料類＞（醸造酒類）清酒普通酒,107,0.4,0,4.9,0
2224,＜アルコール飲料類＞（醸造酒類）清酒純米酒,102,0.4,0,3.6,0
2225,＜アルコール飲料類＞（醸造酒類）清酒本醸造酒,106,0.4,0,4.5,0
2226,＜アルコール飲料類＞（醸造酒類）清酒吟醸酒,103,0.3,0,3.6,0
2227,＜アルコール飲料類＞（醸造酒類）清酒純米吟醸酒,102,0.4,0,4.1,0
2228,＜アルコール飲料類＞（醸造酒類）ビール淡色,39,0.3,0,3.1,0
2229,＜アルコール飲料類＞（醸造酒類）ビール黒,45,0.4,0,3.6,0
2230,＜アルコール飲料類＞（醸造酒類）ビールスタウト,62,0.5,0,4.9,0
2231,＜アルコール飲料類＞（醸造酒類）発泡酒,44,0.1,0,3.6,0
2232,＜アルコール飲料類＞（醸造酒類）ぶどう酒白,75,0.1,0,2,0
2233,＜アルコール飲料類＞（醸造酒類）ぶどう酒赤,68,0.2,0,1.5,0
2234,＜アルコール飲料類＞（醸造酒類）ぶどう酒ロゼ,71,0.1,0,4,0
2235,＜アルコール飲料類＞（醸造酒類）紹興酒,126,1.7,0,5.1,0
2236,＜アルコール飲料類＞（蒸留酒類）しょうちゅう連続式蒸留しょうちゅう,203,0,0,0,0
2237,＜アルコール飲料類＞（蒸留酒類）しょうちゅう単式蒸留しょうちゅう,144,0,0,0,-
2238,＜アルコール飲料類＞（蒸留酒類）しょうちゅう泡盛,206,0,0,0,0
2239,＜アルコール飲料類＞（蒸留酒類）ウイスキー,234,0,0,0,0
2240,＜アルコール飲料類＞（蒸留酒類）ブランデー,234,0,0,0,0
2241,＜アルコール飲料類＞（蒸留酒類）ウオッカ,237,0,0,0,0
2242,＜アルコール飲料類＞（蒸留酒類）ジン,280,0,0,0.1,0
2243,＜アルコール飲料類＞（蒸留酒類）ラム,237,0,0,0.1,0
2244,＜アルコール飲料類＞（蒸留酒類）マオタイ酒,317,0,0,0,0
2245,＜アルコール飲料類＞（混成酒類）梅酒,155,0.1,0,20.7,0
2246,＜アルコール飲料類＞（混成酒類）合成清酒,108,0.1,0,5.3,0
2247,＜アルコール飲料類＞（混成酒類）白酒,236,1.9,0,48.1,0
2248,＜アルコール飲料類＞（混成酒類）みりん本みりん,241,0.3,0,43.2,0
2249,＜アルコール飲料類＞（混成酒類）みりん本直し,179,0.1,0,14.4,0
2250,＜アルコール飲料類＞（混成酒類）薬味酒,181,0,0,26.8,0
